row_idx,prototype_collection_title,real_mubi_slug,real_collection_title,verification_status,film_title,film_director,film_year,film_country,film_status
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Elevator to the Gallows,Louis Malle,1958,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,"The Adventures of Priscilla, Queen of the Desert",Stephan Elliott,1994,Australia,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Son of Saul,László Nemes,2015,Hungary,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Sirât,Oliver Laxe,2025,Spain,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Blazing Sun,Youssef Chahine,1954,Egypt,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Monangambééé,Sarah Maldoror,1968,Angola,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Mysterious Gaze of the Flamingo,Diego Céspedes,2025,Chile,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Abouna,Mahamat-Saleh Haroun,2002,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Bamako,Abderrahmane Sissako,2006,Mali,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,"Paris, Texas",Wim Wenders,1984,West Germany,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Neon Demon,Nicolas Winding Refn,2016,Denmark,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Sound of Falling,Mascha Schilinski,2025,Germany,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Secret Agent,Kleber Mendonça Filho,2025,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Tatsumi,Eric Khoo,2011,Japan,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,My Father's Shadow,Akinola Davies Jr.,2025,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Something Wild,Jonathan Demme,1986,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,This Is Not a Film,"Mojtaba Mirtahasebi, Jafar Panahi",2011,Iran,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Edge of Heaven,Fatih Akin,2007,Germany,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Fruits of Passion,Shûji Terayama,1981,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Consequences of Love,Paolo Sorrentino,2004,Italy,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Great Beauty,Paolo Sorrentino,2013,Italy,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Thelma & Louise,Ridley Scott,1991,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,It Was Just an Accident,Jafar Panahi,2025,Iran,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The White Balloon,Jafar Panahi,1995,Iran,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Crimson Gold,Jafar Panahi,2003,Iran,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Mekong Hotel,Apichatpong Weerasethakul,2012,Thailand,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Parasite,Bong Joon Ho,2019,South Korea,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,A Summer's Tale,Éric Rohmer,1996,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Fargo,Joel Coen,1996,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Sentimental Value,Joachim Trier,2025,Norway,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Sibyl,Justine Triet,2019,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Die My Love,Lynne Ramsay,2025,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Việt and Nam,Minh Quý Trương,2024,Vietnam,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Killing of a Sacred Deer,Yorgos Lanthimos,2017,Ireland,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Thailand,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Good Time,"Josh Safdie, Benny Safdie",2017,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Mastermind,Kelly Reichardt,2025,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,We Need to Talk About Kevin,Lynne Ramsay,2011,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,"Sorry, Baby",Eva Victor,2025,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Conversation,Francis Ford Coppola,1974,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Good One,India Donaldson,2024,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Time of the Wolf,Michael Haneke,2003,Austria,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Paterson,Jim Jarmusch,2016,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Megalopolis,Francis Ford Coppola,2024,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Frankie,Ira Sachs,2019,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Beating Hearts,Gilles Lellouche,2024,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Babette's Feast,Gabriel Axel,1987,Denmark,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Limbo,Ben Sharrock,2020,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Ali & Ava,Clio Barnard,2021,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Fallen Leaves,Aki Kaurismäki,2023,Finland,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Bad for a Moment,Daniel Soares,2024,Portugal,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Only the River Flows,Wei Shujun,2023,China,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,It's Not Me,Leos Carax,2024,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Grand Tour,Miguel Gomes,2024,Portugal,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Eight Mountains,"Felix van Groeningen, Charlotte Vandermeersch",2022,Italy,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Paris Memories,Alice Winocour,2022,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Souvenir: Part II,Joanna Hogg,2021,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Here After,Magnus von Horn,2015,Sweden,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Girl with the Needle,Magnus von Horn,2024,Denmark,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Trailer of the Film That Will Never Exist: 'Phony Wars',Jean-Luc Godard,2023,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Young Adam,David Mackenzie,2003,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Substance,Coralie Fargeat,2024,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,It Follows,David Robert Mitchell,2014,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Occupied City,Steve McQueen,2023,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,One Fine Morning,Mia Hansen-Løve,2022,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Nature of Love,Monia Chokri,2023,Canada,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Close,Lukas Dhont,2022,Belgium,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,On the Road,Walter Salles,2012,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Delinquents,Rodrigo Moreno,2023,Argentina,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Perfect Days,Wim Wenders,2023,Japan,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Decision to Leave,Park Chan-wook,2022,South Korea,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Settlers,Felipe Gálvez,2023,Chile,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Benedetta,Paul Verhoeven,2021,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Worst Person in the World,Joachim Trier,2021,Norway,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Butterfly Vision,Maksym Nakonechnyi,2022,Ukraine,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Unclenching the Fists,Kira Kovalenko,2021,Russia,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Cow,Andrea Arnold,2021,United Kingdom,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Bergman Island,Mia Hansen-Løve,2021,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,"Oslo, August 31st",Joachim Trier,2011,Norway,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Great Freedom,Sebastian Meise,2021,Austria,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Prayers for the Stolen,Tatiana Huezo,2021,Mexico,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Pleasure,Ninja Thyberg,2021,Sweden,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Outer Space,Peter Tscherkassky,1999,Austria,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,"Lingui, the Sacred Bonds",Mahamat-Saleh Haroun,2021,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Annette,Leos Carax,2021,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Lamb,Valdimar Jóhannsson,2021,Iceland,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Beginning,Dea Kulumbegashvili,2020,Georgia,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Matthias & Maxime,Xavier Dolan,2019,Canada,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,"Charles, Dead or Alive",Alain Tanner,1969,Switzerland,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Wild Goose Lake,Yi'nan Diao,2019,China,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Bacurau,"Kleber Mendonça Filho, Juliano Dornelles",2019,Brazil,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Beanpole,Kantemir Balagov,2019,Russia,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Zombi Child,Bertrand Bonello,2019,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Image Book,Jean-Luc Godard,2018,Switzerland,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Under the Silver Lake,David Robert Mitchell,2018,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Boro in the Box,Bertrand Mandico,2011,France,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,We Can't Go Home Again,Nicholas Ray,1973,United States,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Ashes,Apichatpong Weerasethakul,2012,Thailand,real_but_missing_from_prototype
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Anatomy of a Fall,Justine Triet,2023,France,FABRICATED_IN_PROTOTYPE_NOT_REAL
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Zone of Interest,Jonathan Glazer,2023,"United Kingdom, Poland",FABRICATED_IN_PROTOTYPE_NOT_REAL
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,Shoplifters,Hirokazu Koreeda,2018,Japan,FABRICATED_IN_PROTOTYPE_NOT_REAL
1,CANNES TAKEOVER,cannes-film-festival,CANNES TAKEOVER,verified_discrepancy,The Square,Ruben Östlund,2017,"Sweden, Germany",FABRICATED_IN_PROTOTYPE_NOT_REAL
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Amores Perros,Alejandro González Iñárritu,2000,Mexico,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Blow Out,Brian De Palma,1981,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Bird,Andrea Arnold,2024,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,God is Shy,Jocelyn Charles,2025,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,1995,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Portrait of a Lady on Fire,Céline Sciamma,2019,France,real_and_in_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Handmaiden,Park Chan-wook,2016,South Korea,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Kes,Ken Loach,1969,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Elevator to the Gallows,Louis Malle,1958,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Mermaids,Richard Benjamin,1990,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Past Lives,Celine Song,2023,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,La Grazia,Paolo Sorrentino,2025,Italy,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Sirât,Oliver Laxe,2025,Spain,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Mysterious Gaze of the Flamingo,Diego Céspedes,2025,Chile,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,"Paris, Texas",Wim Wenders,1984,West Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Do the Right Thing,Spike Lee,1989,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Secret Agent,Kleber Mendonça Filho,2025,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Submarino,Thomas Vinterberg,2010,Denmark,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Revanche,Götz Spielmann,2008,Austria,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Barbara,Christian Petzold,2012,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Phoenix,Christian Petzold,2014,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,My Father's Shadow,Akinola Davies Jr.,2025,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Chapters 1-3 | My Undesirable Friends: Part I - Last Air in Moscow,Julia Loktev,2024,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Chapters 4-5 | My Undesirable Friends: Part I - Last Air in Moscow,Julia Loktev,2024,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,...A Valparaíso,Joris Ivens,1963,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,American Fiction,Cord Jefferson,2023,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Whores' Glory,Michael Glawogger,2011,Austria,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Pompei: Below the Clouds,Gianfranco Rosi,2025,Italy,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Edge of Heaven,Fatih Akin,2007,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Great Beauty,Paolo Sorrentino,2013,Italy,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,No Other Choice,Park Chan-wook,2025,South Korea,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Wadjda,Haifaa Al-Mansour,2012,Saudi Arabia,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,A Regular Woman,Sherry Hormann,2019,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Thelma & Louise,Ridley Scott,1991,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,It Was Just an Accident,Jafar Panahi,2025,Iran,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The White Balloon,Jafar Panahi,1995,Iran,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Taxi Tehran,Jafar Panahi,2015,Iran,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Cold Tropics,Kleber Mendonça Filho,2009,Brazil,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Offside,Jafar Panahi,2006,Iran,real_but_missing_from_prototype
